id,registrationId,疾患名,疾患略語,手法,調査種別,対象者種別,専門,実績数,問合せのみ,対象条件,薬剤,リクルート実施,モデレーター,クライアント,エンドクライアント,PJ番号,実施年月,登録担当,登録日
"482","20251110-0003","プレクリニカルアルツハイマー型認知症","Preclinical Alzheimer's Disease, PCAD/Mild Cognitive Impairment, MCI","IDI","定性","医師","精神科","3","FALSE","①勤務先病院内でMRI検査の実施および抗アミロイドβ抗体の初回投与が可能である②疾患に関わらず月に100名以上診察③ADによる軽度認知障害(MCI)患者を月に10名以上診察④10名以上のAD／MCI患者が治療薬を使用・服用している⑤そのうち、4名以上が医師自身の判断により投与開始した⑥勤務先で認知機能検査を含む脳の定期健診を実施、結果を確認し、追加検査や専門医への紹介を勧めるかどうかを判断している場合は「人間ドック担当医」と割付","ドナネマブ","キャンドゥ","米村雅之","The Link Group","イーライリリー","Z04119255","2025/07","早川","2025-11-10"
"483","20251111-0001","2型糖尿病","T2DM","IDI","定性","医師","内科","8","FALSE","標準的な月における成人患者（全疾患）を100名以上、2型糖尿病患者を25名以上診察・治療している","リベルサス","日経BP","須田美貴","GlobalEyes","ノボ ノルディスク","Y10034163","2024/12","早川","2025-11-11"
"485","20251111-0003","2型糖尿病","T2DM","IDI","定性","医師","循環器内科","3","FALSE","標準的な月における成人患者（全疾患）を100名以上、2型糖尿病患者を25名以上診察・治療している","リベルサス","日経BP","須田美貴","GlobalEyes","ノボ ノルディスク","Y10034163","2024/12","早川","2025-11-11"
"486","20251111-0004","血友病","Hemophilia","IDI","定性","医師","血液内科","5","FALSE","インヒビターのない血友病A患者を10人以上／血友病B患者を2人以上治療している","Giroctocogene fitelparvovec","日経BP","須田美貴","Market Xcel","","Y10022224","2024/12","早川","2025-11-11"
"487","20251111-0005","血友病","Hemophilia","IDI","定性","医師","血液腫瘍科","1","FALSE","インヒビターのない血友病A患者を10人以上／血友病B患者を2人以上治療している","Giroctocogene fitelparvovec","日経BP","須田美貴","Market Xcel","","Y10022224","2024/12","早川","2025-11-11"
"488","20251111-0006","血友病","Hemophilia","IDI","定性","患者","","4","FALSE","インヒビターを保有していない重度の血友病A／Bの男性患者、血友病の治療を受けており、出血を防ぐために定期的な予防処置（定期補充療法）を行っている","Giroctocogene fitelparvovec","3H","須田美貴","Market Xcel","","Y10022224","2024/12","早川","2025-11-11"
"489","20251111-0007","神経線維腫症1型","NF1","IDI","定性","医師","皮膚科","5","FALSE","過去12ヵ月間に5人以上のNF1患者を診察／治療した、NF1患者の50％以上が成人（18歳以上）であること、成人NF1患者のうち2名以上が、過去12ヵ月以内に2 回以上の症候性かつ手術不能な叢状神経線維腫(PN)を発症していること","コセルゴ","日経BP","斉藤靖雄","Market Xcel","アレクシオンファーマ","Y08073224","2025/03","早川","2025-11-11"
"490","20251111-0008","神経線維腫症1型","NF1","IDI","定性","医師","整形外科","3","FALSE","過去12ヵ月間に5人以上のNF1患者を診察／治療した、NF1患者の50％以上が成人（18歳以上）である、成人NF1患者のうち2名以上が、過去12ヵ月以内に2 回以上の症候性かつ手術不能な叢状神経線維腫(PN)を発症している","コセルゴ","日経BP","斉藤靖雄","Market Xcel","アレクシオンファーマ","Y08073224","2025/03","早川","2025-11-11"
"491","20251111-0009","心臓手術に伴う急性腎障害","CSA-AKI","IDI","定性","医師","心臓血管外科","3","FALSE","少なくとも10人/月のCPB（人工心肺）使用下で待機的または緊急（ただし救急を除く）のCABG、弁置換術、あるいはその複合手術を受けるCKDステージ III/IV患者の治療方針の決定とその管理（CSA-AKIのリスクがある場合）に積極的に関与している","ユルトミリス","日経BP","須田美貴","Market Xcel","アレクシオンファーマ","Z02060224","2025/07","早川","2025-11-11"
"492","20251111-0010","心臓手術に伴う急性腎障害","CSA-AKI","IDI","定性","医師","腎臓内科","3","FALSE","少なくとも5人/月のCPB（人工心肺）使用下で待機的または緊急（ただし救急を除く）のCABG、弁置換術、またはその複合手術を受けているCKD ステージIII/IV患者（CSA-AKIのリスクがある患者）の積極的な管理と治療決定に関与している","ユルトミリス","日経BP","須田美貴","Market Xcel","アレクシオンファーマ","Z02060224","2025/07","早川","2025-11-11"
"493","20251111-0011","円形脱毛症","ALOPECIA","IDI","定性","医師","皮膚科","11","FALSE","過去12か月間で治療方針の決定に直接関わった円形脱毛症（全頭脱毛症、全身性脱毛症（汎発性脱毛症）を含む）の患者が20名以上、うち12歳～18歳以上の患者の合計が15名以上、頭皮の脱毛が21%～100%および頭皮と身体の脱毛が100％の患者の合計が15名以上","リットフーロ","日経BP","斉藤靖雄","GlobalEyes","ファイザー","Z03063163","2025/05","早川","2025-11-11"
"494","20251111-0012","鼻茸を伴う慢性副鼻腔炎","CRSwNP","IDI","定性","医師","耳鼻咽喉科","6","FALSE","過去3か月間に鼻茸を伴う中等症から重症の慢性副鼻腔炎（CRSwNP）を最低10例治療している、通常の1か月間に成人患者100人以上、小児患者25人以上の診療を行っている","イブグリース","クアルトリクス","須田美貴","Market Xcel","イーライリリー","Z01062276","2025/06","早川","2025-11-11"
"495","20251111-0013","ムコ多糖症Ⅱ型／ハンター症候群","MPS II / Hunter Syndrome","IDI","定性","医師","小児神経科","1","FALSE","現在、ムコ多糖症（MPS） II型/ハンター症候群の患者を少なくとも2名以上担当している、少なくとも1人の患者にエラプレースを処方した経験がある","","日経BP、ドクターパネル","斉藤靖雄","Market Xcel","","Z04079163","2025/08","早川","2025-11-11"
"496","20251111-0014","ムコ多糖症Ⅱ型／ハンター症候群","MPS II / Hunter Syndrome","IDI","定性","医師","小児内分泌代謝科","4","FALSE","現在、ムコ多糖症（MPS） II型/ハンター症候群の患者を少なくとも2名以上担当している、少なくとも1人の患者にエラプレースを処方した経験がある","","日経BP、ドクターパネル","斉藤靖雄","Market Xcel","","Z04079163","2025/08","早川","2025-11-11"
"497","20251111-0015","トランスサイレチン型心アミロイドーシス","ATTR-CM","IDI","定性","医師","循環器内科","10","FALSE","過去12ヶ月間に、左室駆出率が保たれた心不全（HFpEF）患者を 2例以上治療している、過去12ヶ月間にATTR-CM患者を少なくとも2例以上診察・診断、および10例以上治療している","ビンダケル、ビンマック","郵送","斉藤靖雄","Market Xcel","ファイザー","Z07073224","2025/10","早川","2025-11-11"
"498","20251112-0001","アトピー性皮膚炎","Atopic Dermatitis","IDI","定性","医師","皮膚科","8","FALSE","過去3ヶ月に12歳以上のアトピー性皮膚炎の患者を30名以上診察・治療した、過去3か月間にデュピクセント（デュピルマブ）	およびイブグリース（レブリキズマブ）を処方した、１か月間に少なくとも10人の成人アトピー性皮膚炎患者を診察・治療している","イブグリース","日経BP","斉藤靖雄","Market Xcel","イーライリリー","Z07075276","2025/10","早川","2025-11-12"
"499","20251112-0002","アトピー性皮膚炎","Atopic Dermatitis","IDI","定性","介護者","","4","FALSE","2 歳から 12 歳のアトピー患者（中等度または重度）の母親、子がアトピーの薬を処方されている","イブグリース","アスマーク","松浦友与","Market Xcel","イーライリリー","Z07075276","2025/10","早川","2025-11-12"
"500","20251112-0003","アトピー性皮膚炎","Atopic Dermatitis","IDI","定性","患者","","8","FALSE","18-19歳のアトピー患者(N=2)、20-40歳のアトピー患者(N=6)、臨床的に中等度/重度の湿疹と診断されている、アトピーの薬を処方されている","イブグリース","アスマーク","松浦友与","Market Xcel","イーライリリー","Z07075276","2025/10","早川","2025-11-12"
"501","20251112-0004","不妊症","Infertility","IDI","定性","医師","生殖内分泌科","3","FALSE","直近1ヶ月の間に、体外受精（IVF）・顕微授精（ICSI）の治療を11例以上担当した、ゴナールエフまたはレコベルについて知っている","レコベル","キャンドゥ、日経BP","松江豊兆","Purdie Pascoe","フェリング・ファーマ","Y03038163","2024/05","早川","2025-11-12"
"502","20251112-0005","不妊症","Infertility","IDI","定性","医師","不妊治療／生殖医療","16","FALSE","直近1ヶ月の間に、体外受精（IVF）・顕微授精（ICSI）の治療を11例以上担当した、ゴナールエフまたはレコベルについて知っている","レコベル","キャンドゥ、日経BP","松江豊兆","Purdie Pascoe","フェリング・ファーマ","Y03038163","2024/05","早川","2025-11-12"
